Id,Title,Synopsis,Overview,ResourceID,Adding Resources
165,乐学华文 - 成语万花筒 - 第四集 - Proverb Kaleidoscope - Ep 4,"《成语万花筒》节目是一个鼓励大家多学成语，多用成语的比赛节目。节目中一共邀请了本地12所小学的学生来参与比赛，而每所学校将派出4名同学参加比赛。他们将在两位老师的带领之下，面对三个回合的挑战。<br/>Proverb Kaleidoscope is a competition that encourages the learning and use of proverbs in daily life. Each of twelve schools sends four representatives, under the guidance of two teachers, to participate in three challenge rounds.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T1Ex01,
166,乐学华文 - 放心出去看 - 第二集 - Gracious Planet - Ep 2,"主持人李国煌将带领观众到不同国家，看看当地的人文素养。通过比较其他国家的人文素质和生活习惯，看看地球的另一端，也能有如此优雅、文明的社会和人民。在节目里，主持人将与一名外国朋友，随着当地家庭一起生活为引，通过他们的生活，遇到的人和事，感受当地人的文化素养。间中两位主持人会有感而发，比较自己生长的国家环境和当地的生活方式有什么差异。 <br/>Host Mark Lee travels to various countries to take a closer look at their local cultures and lifestyles, and experience the hospitality of each society and its residents. In each episode, Mark and another friend stay with a host family and come to understand the culture of their host country more deeply through their daily encounters and also comparing them with their own lifestyles back home.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T1Ex02,
167,乐学华文 - 书包太重 - 第二集 - My School Daze - Ep 2,"传统华校出身的资深老师谭向春怀才不遇，黯然离开母语教师的岗位，加入太太康巧珍的邻里补习中心。与向春弟弟向风交往的麻辣老师张洛芸，善用花招来获取学生欢心。原本想在教育界平步青云的她，却在伤害了师生关系和升迁无望的情况下离职。加入巧珍的补习中心后，洛芸鼓吹精英教育，向春却坚持有教无类，结果洛芸拉着向风另起炉灶，成立只限精英的高档补习中心。另一边厢，怕输的唐安迪夫妇发现孩子德华念书普通，厨艺天赋却很惊人，他俩终于接受孩子不是读书的料，不排除将来让他往饮食业发展。自认是完美母亲的巧珍惊觉对孩子的管教出了偏差。才女型的女儿无法接受输给中国插班生，暴露了素养的缺乏。儿子则为羽毛球撒谎逃课。夫妻俩几经思量和协调，教导孩子正确的价值观，也肯定了儿子在运动方面的潜能，考虑让他进体育学校。洛芸得知以往的学生患上忧郁症后，全心帮助学生振作起来。这使洛芸认同了向春有教无类的观念，并重返学校，踏实执教。<br/>This drama serial follows the lives of several characters involved in the education sector in Singapore, including ex-teacher Tan Xiangchun, his wife Kang Qiaozhen, who owns a tuition centre, and their children: star pupil Tan Yixin and badminton ace Tan Yijie; and Xiangchun's free-spirited younger brother Tan Xiangfeng and sassy. ambitious Zhang Luoyun, who also eventually leaves teaching and first joins Qiaozhen's tuition centre before starting her own premium tuition centre that accepts only outstanding students. Also featured are Tang Andi and Tao Guijuan,  the stingy, over-anxious parents of Dehua, who is an average student, but has a talent for cooking.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T1Ex03,
168,乐学华文 - 绿设兵团 - 第二集 - Go Green - Ep 2,《绿设兵团》是一个教导人怎么样爱护环境、保护环境的节目。节目中的主持人将分成三组，每周会有1个主题作为比赛的题目。主持人必须根据主题，将没有用的物品再循环使用。通过此节目亦可提高公众的环保意识，灌输他们环保的重要性。 <br/>Go Green aims to educate people about the importance of protecting the environment. Three teams must reuse and recycle discarded items according to the given theme in a weekly challenge.,"《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T1Ex04,
169,乐学华文 - 书包太重 - 第三集 - My School Daze - Ep 3,"传统华校出身的资深老师谭向春怀才不遇，黯然离开母语教师的岗位，加入太太康巧珍的邻里补习中心。与向春弟弟向风交往的麻辣老师张洛芸，善用花招来获取学生欢心。原本想在教育界平步青云的她，却在伤害了师生关系和升迁无望的情况下离职。加入巧珍的补习中心后，洛芸鼓吹精英教育，向春却坚持有教无类，结果洛芸拉着向风另起炉灶，成立只限精英的高档补习中心。另一边厢，怕输的唐安迪夫妇发现孩子德华念书普通，厨艺天赋却很惊人，他俩终于接受孩子不是读书的料，不排除将来让他往饮食业发展。自认是完美母亲的巧珍惊觉对孩子的管教出了偏差。才女型的女儿无法接受输给中国插班生，暴露了素养的缺乏。儿子则为羽毛球撒谎逃课。夫妻俩几经思量和协调，教导孩子正确的价值观，也肯定了儿子在运动方面的潜能，考虑让他进体育学校。洛芸得知以往的学生患上忧郁症后，全心帮助学生振作起来。这使洛芸认同了向春有教无类的观念，并重返学校，踏实执教。<br/>This drama serial follows the lives of several characters involved in the education sector in Singapore, including ex-teacher Tan Xiangchun, his wife Kang Qiaozhen, who owns a tuition centre, and their children: star pupil Tan Yixin and badminton ace Tan Yijie; and Xiangchun's free-spirited younger brother Tan Xiangfeng and sassy. ambitious Zhang Luoyun, who also eventually leaves teaching and first joins Qiaozhen's tuition centre before starting her own premium tuition centre that accepts only outstanding students. Also featured are Tang Andi and Tao Guijuan,  the stingy, over-anxious parents of Dehua, who is an average student, but has a talent for cooking.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T1Ex05,
170,乐学华文 - 成语万花筒 - 第十集 - Proverb Kaleidoscope - Ep 10,"《成语万花筒》节目是一个鼓励大家多学成语，多用成语的比赛节目。节目中一共邀请了本地12所小学的学生来参与比赛，而每所学校将派出4名同学参加比赛。他们将在两位老师的带领之下，面对三个回合的挑战。<br/>Proverb Kaleidoscope is a competition that encourages the learning and use of proverbs in daily life. Each of twelve schools sends four representatives, under the guidance of two teachers, to participate in three challenge rounds.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T2Ex01,
171,乐学华文 - 走在阳光里 - 第六集 - Walking in the Sunshine - Ep 6,这是一部本地儿童剧。故事中描述几位同年龄的小朋友如何发展一段真挚的友谊，其中充满了欢笑和泪水。此外，剧中也安排了一些突发状况，让观众们看看这群小朋友如何面对问题、解决问题。 <br/>This children's programme depicts a group of children and how they develop deep friendships with each other. The children face  unexpected situations and overcome their problems together.,"《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T2Ex02,
172,乐学华文 - 走在阳光里 - 第二集 - Walking in the Sunshine - Ep 2,这是一部本地儿童剧。故事中描述几位同年龄的小朋友如何发展一段真挚的友谊，其中充满了欢笑和泪水。此外，剧中也安排了一些突发状况，让观众们看看这群小朋友如何面对问题、解决问题。 <br/>This children's programme depicts a group of children and how they develop deep friendships with each other. The children face  unexpected situations and overcome their problems together.,"《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T2Ex03,
173,乐学华文 - 陪着爸妈上班去 - 第十三集 - Daddy Mummy Be My Boss - Ep 13,"在《陪着爸妈上班去》节目中，观众们将跟着不同的小朋友，随他们一起陪同爸妈上班去，以体验爸爸妈妈的工作。参与节目的小朋友也将更加了解爸爸妈妈工作的环境与性质，以及各行各业所面对的问题与压力。 <br/>Daddy Mummy Be My Boss sees several children going to work with their parents, in order to experience and better understand the different job environments and challenges that their parents face each day.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T2Ex04,
174,乐学华文 - 小厨当家 - 第七集 - Teen's Cook Book - Ep 7,"《小厨当家》是本地的一部儿童剧。剧中的女主角Angel是一个在讲英语的家庭环境底下长大的小女孩。她说的华语总是参杂着一些英语，经常让外婆以及身边的朋友听不懂她在讲什么。 <br/>Angel comes from an English-speaking household; thus, her spoken Mandarin is always peppered with English words and phrases, causing her grandmother and some of her friends to constantly misunderstand her.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P4T2Ex05,
