Id,Title,Synopsis,Overview,ResourceID,Adding Resources
317,乐学华文 - 走在阳光里 - 第二集 - Walking in the Sunshine - Ep 2,这是一部本地儿童剧。故事中描述几位同年龄的小朋友如何发展一段真挚的友谊，其中充满了欢笑和泪水。此外，剧中也安排了一些突发状况，让观众们看看这群小朋友如何面对问题、解决问题。 <br/>This children's programme depicts a group of children and how they develop deep friendships with each other. The children face  unexpected situations and overcome their problems together.,"《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T1Ex01,
318,乐学华文 - 心晴大动员 - 第八集 - Life Transformers - Ep 8,"繁忙的都市生活将新加坡人压得透不过气，长期下来，大家行同陌路各人自扫门前雪，莫管他家瓦上霜。此节目就是要唤起国人深埋于底的爱心让大家知道其实在繁华的大都市里，住着一群被忽略的国人。他们收入低、受的育不多、住宿的条件差，是急需帮助的一群。主持人将带领10位爱心勇士上主角的家，进行住屋大扫除，粉刷房屋，修补家俱。主持人也会带领这10位勇士进行实际爱心营救。例如：代为寻找工作或如果主角有特别的愿望，将尽力帮助实现。此节目将能成为这群贫苦人的人生转捩点。<br/>Life Transformers turns the spotlight onto a neglected group of people living in the shadows of the bustling city that is Singapore. 10 volunteers, led by the hosts of the show, help to give each home a overhaul by cleaning up, painting and doing repairs around the house. These volunteers also bring new hope to the households  as they endeavour to help each of them fulfill a much-needed or cherished wish, such as finding a job.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T1Ex02,
319,乐学华文 - 馆我去哪里 - 第二集 - Amuse Me - Ep 2,"此节目将带领观众展开一段有趣又好玩的博物馆之旅。每集的节目，两位主持人将为大家介绍新加坡各个大大小小的博物馆，从而了解更多有关新加坡早期的发展以及文化历史等。<br/> Amuse Me takes the viewers on an interesting, fun journey through the various museums in Singapore, leading to a better understanding of the nation's early days, its development, and the various cultural histories embodied within.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T1Ex03,
320,乐学华文 - 走在阳光里 - 第六集 - Walking in the Sunshine - Ep 6,这是一部本地儿童剧。故事中描述几位同年龄的小朋友如何发展一段真挚的友谊，其中充满了欢笑和泪水。此外，剧中也安排了一些突发状况，让观众们看看这群小朋友如何面对问题、解决问题。 <br/>This children's programme depicts a group of children and how they develop deep friendships with each other. The children face  unexpected situations and overcome their problems together.,"《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T1Ex04,
321,乐学华文 - 心晴大动员 - 第六集 - Life Transformers - Ep 6,"繁忙的都市生活将新加坡人压得透不过气，长期下来，大家行同陌路各人自扫门前雪，莫管他家瓦上霜。此节目就是要唤起国人深埋于底的爱心让大家知道其实在繁华的大都市里，住着一群被忽略的国人。他们收入低、受的育不多、住宿的条件差，是急需帮助的一群。主持人将带领10位爱心勇士上主角的家，进行住屋大扫除，粉刷房屋，修补家俱。主持人也会带领这10位勇士进行实际爱心营救。例如：代为寻找工作或如果主角有特别的愿望，将尽力帮助实现。此节目将能成为这群贫苦人的人生转捩点。<br/>Life Transformers turns the spotlight onto a neglected group of people living in the shadows of the bustling city that is Singapore. 10 volunteers, led by the hosts of the show, help to give each home a overhaul by cleaning up, painting and doing repairs around the house. These volunteers also bring new hope to the households  as they endeavour to help each of them fulfill a much-needed or cherished wish, such as finding a job.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T1Ex05,
322,乐学华文 - 健康在于你3 - 第四集 - Here's to Health 3 - Ep 4,"此节目将介绍一些常见的疾病，如：肥胖问题、高血压、糖尿病等。此外，节目中也会告诉观众朋友如何预防疾病、培养健康的饮食习惯以及良好的生活作息等。<br/> This show features some common diseases and illnesses --  obesity, high blood pressure, and diabetes, for instance -- and educates viewers on how to prevent these illnesses, maintaining a balanced diet, cultivating healthy lifestyle habits, and other health tips.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T2Ex01,
323,乐学华文 - 陪着爸妈上班去 - 第十三集 - Daddy Mummy Be My Boss - Ep 13,"在《陪着爸妈上班去》节目中，观众们将跟着不同的小朋友，随他们一起陪同爸妈上班去，以体验爸爸妈妈的工作。参与节目的小朋友也将更加了解爸爸妈妈工作的环境与性质，以及各行各业所面对的问题与压力。 <br/>Daddy Mummy Be My Boss sees several children going to work with their parents, in order to experience and better understand the different job environments and challenges that their parents face each day.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T2Ex02,
324,乐学华文 - 国记交易所 - 第十集 - It's A Small World - Ep 10,"《国记交易所》每一集将邀请来自不同国家的人到节目中与主持人交流，观众可以从中认识更多有关外国人材在新加坡生活或是工作时所遇到的各种问题与状况。观众也可以在节目中了解到不同国家与新加坡之间的文化差异。<br/>A guest from a different country is invited onto the show for each episode to talk with the hosts, allowing viewers to have a better understanding of the challenges and circumstances faced by foreigners coming to live and work in Singapore.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T2Ex03,
325,乐学华文 - 我们的大日子 - 第四集 - Of Rites And Rituals - Ep 4,"此节目是想让观众见识一下一些新加坡人所庆祝的色彩缤纷的节日。在每一集，我们跟随他们的筹备的庆祝仪式和仪式的主角。在展示的节日不同类型的发现和参与过程中，将揭开一系列独特的文化，社会习惯和各民族的习俗。<br/>In each episode, Of Rites and Rituals follows the process of preparation, participation and performance for a particular festival that is celebrated in Singapore.  This showcase reveals and promotes deeper understanding of each unique culture and its people. ","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T2Ex04,
326,乐学华文 - 成语万花筒 - 第二集 - Proverb Kaleidoscope - Ep 2,"《成语万花筒》节目是一个鼓励大家多学成语，多用成语的比赛节目。节目中一共邀请了本地12所小学的学生来参与比赛，而每所学校将派出4名同学参加比赛。他们将在两位老师的带领之下，面对三个回合的挑战。<br/>Proverb Kaleidoscope is a competition that encourages the learning and use of proverbs in daily life. Each of twelve schools sends four representatives, under the guidance of two teachers, to participate in three challenge rounds.","《乐学华文》是采用新传媒影片进行华文趣味教学的华语教学资源。它以摘取短片内容来设计活动为主，包揽家庭、社会、环保、运动等多项主题。孩子能通过一系列生动、有趣的活动来激发他们对学习华文的兴趣，并有效提高他们听、说、读、写的能力。<br/>《乐学华文》comprises engaging Chinese-language activities, designed using MediaCorp video content as the main stimulus. The resources cover a wide variety of themes, such as family, society, environmental protection, and sports. These vivid and interesting activities will inspire children’s interest in learning Chinese, while effectively improving their listening, speaking, reading, and writing skills.",LuV_CL_P6T2Ex05,
